cardClass,cost,dbfId,flavor,id,name,rarity,spellSchool,text,type,attack,health,races,durability
DRUID,3.0,381,"""Reforestation"" is suddenly a terrifying word.",EX1_158,Soul of the Forest,COMMON,NATURE,"Give your minions ""<b>Deathrattle:</b> Summon a 2/2 Treant.""",SPELL,,,,
DRUID,2.0,503,"Never look a panther in the eye.  Or is it 'Always look a panther in the eye'?  Well, it's one of those.",EX1_160,Power of the Wild,COMMON,,<b>Choose One -</b> Give your minions +1/+1; or Summon a 3/2 Panther.,SPELL,,,,
DRUID,1.0,233,Another one bites the dust.,EX1_161,Naturalize,COMMON,NATURE,"Destroy a minion.
Your opponent draws 2 cards.",SPELL,,,,
NEUTRAL,2.0,985,"We are pretty excited about the upcoming release of Dire Wolf Beta, just repost this sign for a chance at a key.",EX1_162,Dire Wolf Alpha,COMMON,,Adjacent minions have +1 Attack.,MINION,2.0,2.0,['BEAST'],
DRUID,5.0,95,"Druids take nourishment from many things: the power of nature, the songbird's chirp, a chocolate cake.",EX1_164,Nourish,RARE,NATURE,<b>Choose One -</b> Gain 2 Mana Crystals; or Draw 3 cards.,SPELL,,,,
DRUID,6.0,692,Cat or Bear?  Cat or Bear?!  I just cannot CHOOSE!,EX1_165,Druid of the Claw,COMMON,,"[x]<b>Choose One -</b> Transform
into a 7/6 with <b>Rush</b>;
or a 4/9 with <b>Taunt</b>.",MINION,4.0,6.0,,
DRUID,4.0,601,These guys just show up and start Keeping your Groves without even asking.,EX1_166,Keeper of the Grove,RARE,,<b>Choose One -</b> Deal 2 damage; or <b>Silence</b> a minion.,MINION,2.0,4.0,,
DRUID,0.0,254,"Some druids still have flashbacks from strangers yelling ""Innervate me!!"" at them.",EX1_169,Innervate,FREE,NATURE,Gain 1 Mana Crystal this turn only.,SPELL,,,,
NEUTRAL,3.0,1098,"The Sholazar Basin is home to a lot of really horrible things. If you're going to visit, wear bug spray.  And plate armor.",EX1_170,Emperor Cobra,RARE,,<b>Poisonous</b>,MINION,2.0,3.0,['BEAST'],
DRUID,6.0,823,Balance is important to druids.  This card is perfectly balanced.,EX1_173,Starfire,FREE,ARCANE,"Deal $5 damage.
Draw a card.",SPELL,,,,
DRUID,7.0,1035,"Young Night Elves love to play ""Who can get the Ancient of War to Uproot?""  You lose if you get crushed to death.",EX1_178,Ancient of War,EPIC,,"<b>Choose One -</b>
+5 Attack; or +5 Health and <b>Taunt</b>.",MINION,5.0,5.0,,
MAGE,2.0,52255,"This may appear weak at frost glance, but it's actually a very ice spell.",EX1_179,Icicle,EPIC,FROST,"Deal $2 damage to a minion. If it's <b>Frozen</b>, draw a card.",SPELL,,,,
MAGE,1.0,52262,Just a compilation of napkins of intellect.,EX1_180,Tome of Intellect,COMMON,ARCANE,Add a random Mage spell to your hand.,SPELL,,,,
WARLOCK,1.0,52263,"""Marco!""
""Polo!""
""Marco!""
""Who dares summon me?!""",EX1_181,Call of the Void,COMMON,SHADOW,Add a random Demon to your hand.,SPELL,,,,
ROGUE,1.0,52264,The class is always greener on the other side of the board.,EX1_182,Pilfer,COMMON,,Add a random card from another class to your hand.,SPELL,,,,
DRUID,8.0,54833,The gift that keeps on living.,EX1_183,Gift of the Wild,COMMON,NATURE,Give your minions +2/+2 and <b>Taunt</b>.,SPELL,,,,
PALADIN,5.0,54834,Shield yourself in righteousness! It feels like a warm fuzzy blanket.,EX1_184,Righteousness,RARE,HOLY,Give your minions <b>Divine Shield</b>.,SPELL,,,,
WARLOCK,7.0,54835,Has a side hustle as a siegebroker.,EX1_185,Siegebreaker,RARE,,"<b>Taunt</b>
Your other Demons have +1 Attack.",MINION,5.0,8.0,['DEMON'],
NEUTRAL,4.0,54836,What will she destroy? It’s a secret!,EX1_186,SI:7 Infiltrator,RARE,,<b>Battlecry:</b> Destroy a random enemy <b>Secret</b>.,MINION,5.0,4.0,,
NEUTRAL,8.0,54837,Likes her magic with a pinch of salt.,EX1_187,Arcane Devourer,RARE,,"Whenever you cast a spell, gain +2/+2.",MINION,4.0,8.0,['ELEMENTAL'],
NEUTRAL,7.0,54838,It’s never Huffer.,EX1_188,Barrens Stablehand,EPIC,,<b>Battlecry:</b> Summon a random Beast.,MINION,5.0,5.0,,
NEUTRAL,3.0,54839,Little faerie dragons are made of sugar and spice and maniacal vice.,EX1_189,Brightwing,LEGENDARY,,<b>Battlecry:</b> Add a random <b>Legendary</b> minion to your hand.,MINION,3.0,2.0,['DRAGON'],
NEUTRAL,6.0,54840,No one told her that champions want to sleep in.,EX1_190,High Inquisitor Whitemane,LEGENDARY,,<b>Battlecry:</b> Summon all friendly minions that died this turn.,MINION,5.0,7.0,,
ROGUE,4.0,54863,One sip and you've got the grippe.,EX1_191,Plaguebringer,FREE,,<b>Battlecry:</b> Give a friendly minion <b>Poisonous</b>.,MINION,3.0,3.0,['UNDEAD'],
PRIEST,1.0,54865,Because you're worth it!,EX1_192,Radiance,FREE,HOLY,Restore #5 Health to your hero.,SPELL,,,,
PRIEST,1.0,60066,"""I see... a WISP? Why do you have a wisp?!""",EX1_193,Psychic Conjurer,FREE,,<b>Battlecry:</b> Copy a card in your opponent’s deck and add it to your hand.,MINION,1.0,2.0,['UNDEAD'],
PRIEST,4.0,60067,"It infuses, it enthuses, it amuses!",EX1_194,Power Infusion,FREE,HOLY,Give a minion +2/+6.,SPELL,,,,
PRIEST,2.0,60068,The maritime Kul Tiran clergy are unique among priests for using holy saltwater.,EX1_195,Kul Tiran Chaplain,RARE,,<b>Battlecry:</b> Give a friendly minion +2 Health.,MINION,2.0,3.0,,
PRIEST,1.0,60069,"At the Scarlet Monastery, he learned the sacred art of kicking people when they're up.",EX1_196,Scarlet Subjugator,RARE,,<b>Battlecry:</b> Give an enemy minion -2 Attack until your next turn.,MINION,2.0,1.0,,
PRIEST,4.0,60070,Discovered by a worgen priest after a giant spilled a drink on her new white robes.,EX1_197,Shadow Word: Ruin,EPIC,SHADOW,Destroy all minions with 5 or more Attack.,SPELL,,,,
PRIEST,8.0,60071,"She discovered Xal'atath, Blade of the Black Empire, a terrible weapon of shadow magic that could both swallow a soul <i>and</i> cut a mean julienne.",EX1_198,Natalie Seline,LEGENDARY,,<b>Battlecry:</b> Destroy a minion and gain its Health.,MINION,8.0,1.0,,
SHAMAN,1.0,505,Lightning Bolt! Lightning Bolt! Lightning Bolt!,EX1_238,Lightning Bolt,COMMON,NATURE,Deal $3 damage. <b>Overload:</b> (1),SPELL,,,,
SHAMAN,3.0,864,It's like an ocean of liquid magma in your mouth!,EX1_241,Lava Burst,RARE,FIRE,Deal $5 damage. <b>Overload:</b> (2),SPELL,,,,
SHAMAN,1.0,618,Westfall is full of dust devils. And buzzards. And crazed golems. And pirates. Why does anyone live here?,EX1_243,Dust Devil,COMMON,,<b>Windfury</b>. <b>Overload:</b> (2),MINION,3.0,1.0,['ELEMENTAL'],
SHAMAN,0.0,830,Totem-stomping is no longer recommended.,EX1_244,Totemic Might,FREE,,Give your Totems +2 Health.,SPELL,,,,
SHAMAN,1.0,767,"Earth Shock? Shouldn't it be ""Azeroth Shock""?",EX1_245,Earth Shock,COMMON,NATURE,"<b>Silence</b> a minion, then deal $1 damage to it.",SPELL,,,,
SHAMAN,3.0,766,"If you Hex a Murloc... it really isn't much of a change, is it?",EX1_246,Hex,FREE,NATURE,Transform a minion into a 0/1 Frog with <b>Taunt</b>.,SPELL,,,,
SHAMAN,2.0,960,"Yo, that's a nice axe.",EX1_247,Stormforged Axe,COMMON,,<b>Overload:</b> (1),WEAPON,2.0,,,3.0
SHAMAN,3.0,238,Spirit wolves are like regular wolves with pom-poms.,EX1_248,Feral Spirit,RARE,NATURE,Summon two 2/3 Spirit Wolves with <b>Taunt</b>. <b>Overload:</b> (1),SPELL,,,,
NEUTRAL,7.0,336,"Baron Geddon was Ragnaros's foremost lieutenant, until he got FIRED.",EX1_249,Baron Geddon,LEGENDARY,,"At the end of your turn, deal 2 damage to ALL other characters.",MINION,7.0,7.0,['ELEMENTAL'],
SHAMAN,5.0,1141,Nothing beats rock.,EX1_250,Earth Elemental,EPIC,,"<b>Taunt</b>
<b><b>Overload</b>:</b> (2)",MINION,7.0,8.0,['ELEMENTAL'],
SHAMAN,1.0,299,"If you combine it with Spooned Lightning and Knived Lightning, you have the full dining set.",EX1_251,Forked Lightning,COMMON,NATURE,Deal $2 damage to 2 random enemy minions. <b>Overload:</b> (2),SPELL,,,,
SHAMAN,3.0,774,"Unlike bound elementals, Unbound ones really enjoy a night on the town.",EX1_258,Unbound Elemental,COMMON,,"After you play a card with <b>Overload</b>, gain +1/+1.",MINION,3.0,4.0,['ELEMENTAL'],
SHAMAN,3.0,629,"An umbrella won't be effective, I'm afraid.",EX1_259,Lightning Storm,RARE,NATURE,Deal $3 damage to all enemy minions. <b>Overload:</b> (1),SPELL,,,,
MAGE,4.0,1737,The ethereals are wrapped in cloth to give form to their non-corporeal bodies. Also because it's nice and soft.,EX1_274,Ethereal Arcanist,RARE,,"If you control a <b>Secret</b> at the end of your turn, gain +2/+2.",MINION,3.0,3.0,,
MAGE,3.0,430,Magi of the Kirin Tor were casting Cubes of Cold for many years before Cones came into fashion some 90 years ago.,EX1_275,Cone of Cold,COMMON,FROST,"<b>Freeze</b> a minion and the minions next to it, and deal $1 damage to them.",SPELL,,,,
MAGE,1.0,564,You'd think you'd be able to control your missiles a little better since you're a powerful mage and all.,EX1_277,Arcane Missiles,FREE,ARCANE,Deal $3 damage randomly split among all enemies.,SPELL,,,,
ROGUE,2.0,573,Rogues are experts at SHIV-al-ry.,EX1_278,Shiv,FREE,,"Deal $1 damage.
Draw a card.",SPELL,,,,
MAGE,10.0,1087,Take the time for an evil laugh after you draw this card.,EX1_279,Pyroblast,EPIC,FIRE,Deal $10 damage.,SPELL,,,,
NEUTRAL,6.0,512,When a Water elemental and an Ice elemental love each other VERY much...,EX1_283,Frost Elemental,COMMON,,<b>Battlecry:</b> <b>Freeze</b> a character.,MINION,5.0,5.0,['ELEMENTAL'],
NEUTRAL,5.0,825,"They initially planned to be the Beryl or Cerulean drakes, but those felt a tad too pretentious.",EX1_284,Azure Drake,RARE,,"<b>Spell Damage +1</b>
<b>Battlecry:</b> Draw a card.",MINION,4.0,5.0,['DRAGON'],
MAGE,3.0,113,What's the difference between a mage playing with Counterspell and a mage who isn't?  The mage who isn't is getting Pyroblasted in the face.,EX1_287,Counterspell,RARE,ARCANE,"<b>Secret:</b> When your opponent casts a spell, <b>Counter</b> it.",SPELL,,,,
MAGE,3.0,621,This is Rank 1.  Rank 2 is Chocolate Milk Barrier.,EX1_289,Ice Barrier,COMMON,FROST,"<b>Secret:</b> When your
hero is attacked,
gain 8 Armor.",SPELL,,,,
MAGE,3.0,195,"""You go first."" - Krush'gor the Behemoth, to his pet boar.",EX1_294,Mirror Entity,COMMON,ARCANE,"<b>Secret:</b> After your opponent plays a minion, summon a copy of it.",SPELL,,,,
MAGE,3.0,192,"Ice is nice, and will suffice!",EX1_295,Ice Block,EPIC,FROST,"<b>Secret:</b> When your hero takes fatal damage, prevent it and become <b>Immune</b> this turn.",SPELL,,,,
NEUTRAL,8.0,374,"Ragnaros was summoned by the Dark Iron dwarves, who were eventually enslaved by the Firelord.  Summoning Ragnaros often doesn’t work out the way you want it to.",EX1_298,Ragnaros the Firelord,LEGENDARY,,"Can't attack. At the end of your turn, deal 8 damage to a random enemy.",MINION,8.0,8.0,['ELEMENTAL'],
WARLOCK,3.0,517,"Yes, he'll fight for you.  BUT HE'S NOT GOING TO LIKE IT.",EX1_301,Felguard,RARE,,"<b>Taunt</b>
<b>Battlecry:</b> Destroy one of your Mana Crystals.",MINION,3.0,5.0,['DEMON'],
WARLOCK,1.0,1092,"If your spells look like horrifying skulls, let's be honest, you should get to draw some cards.",EX1_302,Mortal Coil,FREE,SHADOW,"Deal $1 damage to a minion. If that kills it, draw a card.",SPELL,,,,
WARLOCK,4.0,147,Start with a powerful minion and stir in Shadowflame and you have a good time!,EX1_303,Shadowflame,RARE,SHADOW,Destroy a friendly minion and deal its Attack damage to all enemy minions.,SPELL,,,,
WARLOCK,3.0,1221,"If you put this into your deck, you WILL lose the trust of your other minions.",EX1_304,Void Terror,RARE,,"[x]<b>Battlecry:</b> Destroy both
adjacent minions and gain
 their Attack and Health.",MINION,3.0,4.0,['DEMON'],
WARLOCK,2.0,592,This puppy chews up cards instead of shoes.,EX1_306,Felstalker,FREE,,<b>Battlecry:</b> Discard a random card.,MINION,4.0,3.0,['DEMON'],
WARLOCK,1.0,974,Are you lighting a soul on fire? Or burning someone with your OWN soul? This seems like an important distinction.,EX1_308,Soulfire,FREE,FIRE,"[x]Deal $4 damage.
Discard a random card.",SPELL,,,,
WARLOCK,4.0,1100,You probably should avoid siphoning your own soul.  You might create some kind of weird infinite loop.,EX1_309,Siphon Soul,RARE,SHADOW,Destroy a minion. Restore #3 Health to your hero.,SPELL,,,,
WARLOCK,5.0,631,Summoning a doomguard is risky. <i>Someone</i> is going to die.,EX1_310,Doomguard,RARE,,<b>Charge</b>. <b>Battlecry:</b> Discard two random cards.,MINION,5.0,7.0,['DEMON'],
WARLOCK,8.0,859,The Twisting Nether is a formless place of magic and illusion and destroyed minions.,EX1_312,Twisting Nether,EPIC,SHADOW,"Destroy all minions
and locations.",SPELL,,,,
WARLOCK,4.0,783,"Mannoroth, Magtheridon, and Brutallus may be dead, but it turns out there are a LOT of pit lords.",EX1_313,Pit Lord,EPIC,,<b>Battlecry:</b> Deal 5 damage to your hero.,MINION,5.0,6.0,['DEMON'],
WARLOCK,4.0,969,NOT LESS THAN 1!  Don't get any ideas!,EX1_315,Summoning Portal,COMMON,,"Your minions cost (2) less, but not less than (1).",MINION,0.0,4.0,,
WARLOCK,1.0,846,We cannot even describe how horrible the death is.  It's CRAZY bad!  Maybe worse than that.  Just don't do it.,EX1_316,Power Overwhelming,COMMON,SHADOW,"Give a friendly minion +4/+4 until end of turn. Then, it dies. Horribly.",SPELL,,,,
WARLOCK,3.0,860,Generally demons are pretty obvious and you don’t need a spell to sense them.,EX1_317,Sense Demons,COMMON,SHADOW,"Draw 2 Demons
from your deck.",SPELL,,,,
WARLOCK,1.0,1090,Imps like being on fire.  They just do.,EX1_319,Flame Imp,COMMON,,<b>Battlecry:</b> Deal 3 damage to your hero.,MINION,3.0,2.0,['DEMON'],
WARLOCK,5.0,23,"My advice to you is to avoid Doom, if possible.",EX1_320,Bane of Doom,EPIC,SHADOW,"Deal $3 damage to a character. If that kills it, summon a random Demon.",SPELL,,,,
WARLOCK,8.0,777,"""TRIFLING GNOME! YOUR ARROGANCE WILL BE YOUR UNDOING!!!!""",EX1_323,Lord Jaraxxus,LEGENDARY,,<b>Battlecry:</b> Equip a 3/8 Blood Fury.,HERO,,30.0,,
PRIEST,0.0,1189,"Reserved for enemy spellcasters, evil liches from beyond the grave, and karaoke nights at the Grim Guzzler.",EX1_332,Silence,COMMON,SHADOW,<b>Silence</b> a minion.,SPELL,,,,
PRIEST,3.0,220,"You can rationalize it all you want, it's still a mean thing to do.",EX1_334,Shadow Madness,RARE,SHADOW,Gain control of an enemy minion with 3 or less Attack until end of turn.,SPELL,,,,
PRIEST,3.0,886,Spawn of the Light? Or Pawn of the Lights?,EX1_335,Lightspawn,COMMON,,This minion's Attack is always equal to its Health.,MINION,0.0,4.0,['ELEMENTAL'],
PRIEST,2.0,30,"""What do you get when you cast Thoughtsteal on an Orc?  Nothing!"" - Tauren joke",EX1_339,Thoughtsteal,COMMON,SHADOW,Copy 2 cards in your opponent's deck and add them to your hand.,SPELL,,,,
PRIEST,2.0,797,"It isn't clear if people ignore the Lightwell, or if it is just invisible.",EX1_341,Lightwell,RARE,,"At the start of your turn, restore #3 Health to a damaged friendly character.",MINION,0.0,5.0,,
PRIEST,4.0,145,Sometimes it feels like this is all a game.,EX1_345,Mindgames,EPIC,SHADOW,"Put a copy of
a random minion from
your opponent's deck into the battlefield.",SPELL,,,,
PALADIN,3.0,679,"This is not just a favor, but a divine one, like helping someone move a couch with a fold out bed!",EX1_349,Divine Favor,RARE,HOLY,Draw cards until you have as many in hand as your opponent.,SPELL,,,,
PRIEST,7.0,9,"He's been exiled from his home, and all his brothers turned evil, but otherwise he doesn't have a lot to complain about.",EX1_350,Prophet Velen,LEGENDARY,,Double the damage and healing of your spells and Hero Power.,MINION,7.0,7.0,,
PALADIN,6.0,594,A grammatically awkward life saver.,EX1_354,Lay on Hands,EPIC,HOLY,Restore #8 Health. Draw 3 cards.,SPELL,,,,
PALADIN,5.0,1522,This card causes double the trouble AND double the fun.,EX1_355,Blessed Champion,RARE,HOLY,Double a minion's Attack.,SPELL,,,,
PALADIN,1.0,854,"This card makes something really damp.  Oh wait.  That's ""Humidity.""",EX1_360,Humility,FREE,,Change a minion's Attack to 1.,SPELL,,,,
PALADIN,2.0,1022,"""I'm not saying you can dodge fireballs.  I'm saying with this shield, you won't have to.""",EX1_362,Argent Protector,COMMON,,<b>Battlecry:</b> Give a friendly minion <b>Divine Shield</b>.,MINION,3.0,2.0,,
PALADIN,1.0,1373,Apparently with wisdom comes the knowledge that you should probably be attacking every turn.,EX1_363,Blessing of Wisdom,COMMON,HOLY,"Choose a minion. Whenever it attacks, draw a card.",SPELL,,,,
PALADIN,5.0,435,C'mon Molten Giant!!,EX1_365,Holy Wrath,RARE,HOLY,Draw a card and deal damage equal to its Cost.,SPELL,,,,
PALADIN,3.0,643,I dub you Sir Loin of Beef!,EX1_366,Sword of Justice,EPIC,,"After you summon a minion, give it +1/+1 and this loses 1 Durability.",WEAPON,1.0,,,5.0
PALADIN,1.0,727,"This spell has been renamed so many times, even paladins don’t know what it should be called anymore.",EX1_371,Hand of Protection,FREE,HOLY,Give a minion <b>Divine Shield</b>.,SPELL,,,,
PALADIN,1.0,232,Repentance often comes in the moment before obliteration. Curious.,EX1_379,Repentance,COMMON,HOLY,"<b>Secret:</b> After your opponent plays a minion, reduce its Health to 1.",SPELL,,,,
PALADIN,3.0,1167,The Aldor hate two things: the Scryers and smooth jazz.,EX1_382,Aldor Peacekeeper,RARE,,<b>Battlecry:</b> Change an enemy minion's Attack to 1.,MINION,3.0,3.0,,
PALADIN,8.0,890,"If you haven't heard the Tirion Fordring theme song, it's because it doesn't exist.",EX1_383,Tirion Fordring,LEGENDARY,,"<b><b>Divine Shield</b>,</b> <b>Taunt</b> <b>Deathrattle:</b> Equip a 5/3 Ashbringer.",MINION,8.0,8.0,,
PALADIN,6.0,1174,Wham! Wham! Wham! Wham! Wham! Wham! Wham! Wham!,EX1_384,Avenging Wrath,EPIC,HOLY,Deal $8 damage randomly split among all enemies.,SPELL,,,,
NEUTRAL,3.0,45,"Tauren Warrior: Champion of Mulgore, Slayer of Quilboar, Rider of Thunderbluff Elevators.",EX1_390,Tauren Warrior,COMMON,,"<b>Taunt</b>
Has +3 Attack while damaged.",MINION,2.0,3.0,,
WARRIOR,1.0,1074,"""Dun da dun, dun da dun"": if you've heard an ogre sing this, it's too late.",EX1_391,Slam,COMMON,,"Deal $2 damage to a minion. If it survives, draw a card.",SPELL,,,,
WARRIOR,2.0,400,"""You won't like me when I'm angry.""",EX1_392,Battle Rage,COMMON,,Draw a card for each damaged friendly character.,SPELL,,,,
NEUTRAL,2.0,790,"If an Amani berserker asks ""Joo lookin' at me?!"", the correct response is ""Nah, mon"".",EX1_393,Amani Berserker,COMMON,,Has +3 Attack while damaged.,MINION,2.0,3.0,,
NEUTRAL,4.0,700,All these guys ever do is talk about the Thunder King.   BOOOORRRINNG!,EX1_396,Mogu'shan Warden,COMMON,,<b>Taunt</b>,MINION,1.0,7.0,,
WARRIOR,4.0,538,"50% off fist weapons, limited time only!",EX1_398,Arathi Weaponsmith,COMMON,,<b>Battlecry:</b> Equip a 2/2 weapon.,MINION,3.0,3.0,,
NEUTRAL,5.0,768,"No Pain, No Gain.",EX1_399,Gurubashi Berserker,FREE,,"Whenever this minion takes damage, gain +3 Attack.",MINION,2.0,8.0,,
WARRIOR,1.0,636,"The way to tell seasoned warriors from novice ones: the novices yell ""wheeeee"" while whirlwinding.",EX1_400,Whirlwind,FREE,,Deal $1 damage to ALL minions.,SPELL,,,,
WARRIOR,2.0,596,She accepts guild funds for repairs!,EX1_402,Armorsmith,RARE,,"Whenever a friendly minion takes damage, gain 1 Armor.",MINION,1.0,4.0,,
NEUTRAL,1.0,866,Have you seen the size of the shields in this game??  This is no easy job.,EX1_405,Shieldbearer,COMMON,,<b>Taunt</b>,MINION,0.0,4.0,,
WARRIOR,5.0,75,Do you know the first rule of Brawl Club?,EX1_407,Brawl,EPIC,,Destroy all minions except one. <i>(chosen randomly)</i>,SPELL,,,,
WARRIOR,4.0,804,"""If you only use one ability, use Mortal Strike."" - The Warrior Code, Line 6",EX1_408,Mortal Strike,RARE,,"Deal $4 damage. If you have 12 or less Health, deal $6 instead.",SPELL,,,,
WARRIOR,1.0,511,Easily worth 50 DKP.,EX1_409,Upgrade!,RARE,,"If you have a weapon, give it +1/+1. Otherwise equip a 1/3 weapon.",SPELL,,,,
WARRIOR,1.0,546,"""What is a better weapon? The sharp one your enemies expect, or the blunt one they ignore?"" - The Art of Warrior, Chapter 9",EX1_410,Shield Slam,EPIC,,Deal 1 damage to a minion for each Armor you have.,SPELL,,,,
WARRIOR,7.0,810,Grommash Hellscream's famous axe.  Somehow this ended up in Prince Malchezaar's possession.  Quite the mystery!,EX1_411,Gorehowl,EPIC,,Attacking a minion costs 1 Attack instead of 1 Durability.,WEAPON,7.0,,,1.0
NEUTRAL,3.0,1155,"If he's raging now, just wait until he gets nerfed.",EX1_412,Raging Worgen,COMMON,,Has +1 Attack and <b>Windfury</b> while damaged.,MINION,3.0,3.0,,
WARRIOR,8.0,338,"Grommash drank the tainted blood of Mannoroth, dooming the orcs to green skin and red eyes!  Maybe not his best decision.",EX1_414,Grommash Hellscream,LEGENDARY,,"<b>Charge</b>
Has +6 Attack while damaged.",MINION,4.0,9.0,,
NEUTRAL,2.0,976,"""Death will rise, from the tides!""",EX1_506,Murloc Tidehunter,FREE,,<b>Battlecry:</b> Summon a 1/1 Murloc Scout.,MINION,2.0,1.0,['MURLOC'],
NEUTRAL,3.0,1063,Do Murlocs ever get tired of making the same old sound?  Nope!  Mrglglrglglglglglglgl!,EX1_507,Murloc Warleader,EPIC,,Your other Murlocs have +2 Attack.,MINION,3.0,3.0,['MURLOC'],
NEUTRAL,1.0,510,These are the brainy murlocs.  It turns out that doesn’t mean much.,EX1_508,Grimscale Oracle,FREE,,Your other Murlocs have +1 Attack.,MINION,1.0,1.0,['MURLOC'],
NEUTRAL,1.0,475,This guy gets crazy strong at family reunions.,EX1_509,Murloc Tidecaller,RARE,,"Whenever you summon a Murloc, gain +1 Attack.",MINION,1.0,2.0,['MURLOC'],
ROGUE,2.0,1133,He’s not really that patient. It just takes a while for someone to walk by that he can actually reach.,EX1_522,Patient Assassin,EPIC,,"<b>Stealth</b>
 <b>Poisonous</b>",MINION,1.0,2.0,,
HUNTER,2.0,1281,"Hyenas prefer the bones of kodos or windserpents, but they'll eat pretty much anything.  Even Brussels sprouts.",EX1_531,Scavenging Hyena,COMMON,,"Whenever a friendly Beast dies, gain +2/+1.",MINION,2.0,2.0,['BEAST'],
HUNTER,2.0,1091,Sometimes it's as simple as putting on a fake mustache and pointing at someone else.,EX1_533,Misdirection,RARE,,"<b>Secret:</b> When an enemy attacks your hero, instead it attacks another random character.",SPELL,,,,
HUNTER,6.0,1261,"In the jungle, the mighty jungle, the lion gets slowly consumed by hyenas.",EX1_534,Savannah Highmane,RARE,,<b>Deathrattle:</b> Summon two 2/2 Hyenas.,MINION,7.0,5.0,['BEAST'],
HUNTER,3.0,1662,First Lesson: Put the pointy end in the other guy.,EX1_536,Eaglehorn Bow,RARE,,"[x]Whenever a friendly
<b>Secret</b> is revealed,
gain +1 Durability.",WEAPON,3.0,,,2.0
HUNTER,5.0,394,"Pull the pin, count to 5, then shoot.  Then duck.",EX1_537,Explosive Shot,RARE,FIRE,Deal $5 damage to a minion and $2 damage to adjacent ones.,SPELL,,,,
HUNTER,3.0,1243,You must read the name of this card out loud each time you play it.,EX1_538,Unleash the Hounds,COMMON,,"For each enemy minion, summon a 1/1 Hound with <b>Charge</b>.",SPELL,,,,
HUNTER,3.0,296,"""Kill!"", he commanded.",EX1_539,Kill Command,FREE,,"Deal $3 damage. If you control a Beast, deal
$5 damage instead.",SPELL,,,,
HUNTER,9.0,1144,The best defense against King Krush is to have someone you don’t like standing in front of you.,EX1_543,King Krush,LEGENDARY,,<b>Charge</b>,MINION,8.0,8.0,['BEAST'],
HUNTER,1.0,896,"Not only does it reveal your enemies, but it's also great for parties!",EX1_544,Flare,RARE,,All minions lose <b>Stealth</b>. Destroy all enemy <b>Secrets</b>. Draw a card.,SPELL,,,,
HUNTER,1.0,903,"The seething wrath is just beneath the surface.  Beneath that is wild abandon, followed by slight annoyance.",EX1_549,Bestial Wrath,EPIC,,Give a friendly Beast +2 Attack and <b>Immune</b> this turn.,SPELL,,,,
HUNTER,2.0,455,Why did it have to be snakes?,EX1_554,Snake Trap,EPIC,,"<b>Secret:</b> When one of your minions is attacked, summon three 1/1 Snakes.",SPELL,,,,
NEUTRAL,3.0,778,"""Overheat threshold exceeded. System failure. Wheat clog in port two. Shutting down.""",EX1_556,Harvest Golem,COMMON,,<b>Deathrattle:</b> Summon a 2/1 Damaged Golem.,MINION,2.0,3.0,['MECHANICAL'],
NEUTRAL,2.0,1147,"Nat Pagle, Azeroth's premier fisherman!  He invented the Auto-Angler 3000, the Extendo-Pole 3000, and the Lure-o-matic 2099 (still in testing).",EX1_557,Nat Pagle,LEGENDARY,,"At the start of your turn, you have a 50% chance to draw an extra card.",MINION,0.0,4.0,,
NEUTRAL,5.0,912,“That belongs in the Hall of Explorers!”,EX1_558,Harrison Jones,LEGENDARY,,<b>Battlecry:</b> Destroy your opponent's weapon and draw cards equal to its Durability.,MINION,5.0,4.0,,
MAGE,7.0,1080,"Antonidas was the Grand Magus of the Kirin Tor, and Jaina's mentor.  This was a big step up from being Grand Magus of Jelly Donuts.",EX1_559,Archmage Antonidas,LEGENDARY,,"Whenever you cast a spell, add a 'Fireball' spell to your hand.",MINION,5.0,7.0,,
NEUTRAL,9.0,411,Time to write some flavor text.,EX1_560,Nozdormu,LEGENDARY,,Players only have 15 seconds to take their turns.,MINION,8.0,8.0,['DRAGON'],
NEUTRAL,9.0,581,Alexstrasza the Life-Binder brings life and hope to everyone.  Except Deathwing.  And Malygos.  And Nekros.,EX1_561,Alexstrasza,LEGENDARY,,<b>Battlecry:</b> Set a hero's remaining Health to 15.,MINION,8.0,8.0,['DRAGON'],
NEUTRAL,9.0,363,Onyxia long manipulated the Stormwind Court by disguising herself as Lady Katrana Prestor.   You would have thought that the giant wings and scales would have been a giveaway.,EX1_562,Onyxia,LEGENDARY,,<b>Battlecry:</b> Summon 1/1 Whelps until your side of the battlefield is full.,MINION,8.0,8.0,['DRAGON'],
NEUTRAL,9.0,436,Malygos hates it when mortals use magic.  He gets so mad!,EX1_563,Malygos,LEGENDARY,,<b>Spell Damage +5</b>,MINION,4.0,12.0,['DRAGON'],
NEUTRAL,5.0,531,"The Faceless Ones are servants of Yogg-Saron, and they feed on fear. Right now they are feeding on your fear of accidentally disenchanting all your good cards.",EX1_564,Faceless Manipulator,EPIC,,<b>Battlecry:</b> Choose a minion and become a copy of it.,MINION,3.0,3.0,,
SHAMAN,2.0,1008,Totemsmiths like to use the rarest woods for their totems.  There are even rumors of totems made of Ironbark Protectors.,EX1_565,Flametongue Totem,FREE,,Adjacent minions have +2 Attack.,MINION,0.0,3.0,['TOTEM'],
